ticket_id,booking_id,seat_number,coach_number,class_type,fare_amount
6054,5680,S34-5,C4,AC,195.98
6055,4666,S42-5,C6,General,231.97
6056,5565,S35-4,C4,General,133.3
6057,7801,S19-3,C4,Sleeper,291.86
6058,7666,S45-2,C4,AC,389.64
6059,4151,S10-5,C4,General,326.17
6060,1786,S6-5,C7,General,401.15
6061,8220,S46-4,C3,Sleeper,93.41
6062,3903,S32-3,C10,AC,176.88
6063,8843,S29-6,C3,Sleeper,219.72
6064,9942,S30-6,C3,Sleeper,302.83
6065,2497,S33-1,C9,Sleeper,228.69
6066,9659,S42-3,C5,General,478.16
6067,994,S5-6,C1,Sleeper,458.42
6068,228,S7-2,C2,General,110.73
6069,4213,S41-3,C7,General,144.01
6070,968,S11-5,C8,Sleeper,423.64
6071,9516,S22-5,C10,General,366.0
6072,8028,S48-3,C1,Sleeper,152.32
6073,9941,S11-1,C4,Sleeper,287.28
6074,9957,S44-1,C7,General,384.64
6075,8711,S17-1,C1,AC,91.15
6076,6309,S14-5,C4,AC,105.89
6077,3876,S1-2,C10,General,187.91
6078,9335,S9-6,C1,General,492.05
6079,3105,S50-2,C1,Sleeper,408.18
6080,5077,S10-2,C9,General,308.75
6081,1551,S36-6,C3,AC,151.07
6082,6059,S25-3,C1,General,308.49
6083,8998,S19-4,C5,AC,212.31
6084,9719,S38-6,C1,Sleeper,455.93
6085,6534,S23-3,C6,Sleeper,106.05
6086,5598,S31-3,C4,AC,260.81
6087,7861,S24-4,C5,General,160.65
6088,7778,S14-2,C3,General,327.63
6089,6214,S4-3,C4,Sleeper,77.15
6090,6941,S8-1,C3,Sleeper,482.68
6091,7453,S47-1,C5,Sleeper,263.22
6092,6897,S49-3,C1,General,176.88
6093,3099,S50-4,C3,AC,499.13
6094,7394,S20-5,C1,General,425.64
6095,7232,S36-2,C8,AC,323.36
6096,1631,S31-6,C2,General,238.24
6097,2377,S4-6,C8,AC,497.68
6098,7676,S21-6,C2,General,257.14
6099,7784,S32-5,C5,Sleeper,214.57
6100,725,S45-5,C2,AC,202.77
6101,8245,S35-4,C9,AC,84.5
6102,9360,S26-4,C5,General,271.37
6103,7440,S22-2,C2,AC,116.44
6104,7658,S40-4,C1,AC,385.1
6105,9337,S40-5,C6,AC,87.8
6106,4682,S4-2,C3,General,328.88
6107,7123,S10-3,C8,AC,158.42
6108,6658,S27-4,C9,General,480.64
6109,2667,S36-5,C5,AC,95.37
6110,4718,S24-3,C5,AC,434.71
6111,1840,S47-4,C6,AC,400.75
6112,6029,S33-2,C10,General,457.95
6113,2486,S6-3,C8,Sleeper,316.56
6114,5916,S41-4,C5,AC,455.16
6115,9939,S23-4,C8,Sleeper,146.57
6116,56,S33-3,C6,AC,340.9
6117,4827,S15-6,C7,AC,484.28
6118,9555,S15-4,C5,AC,310.35
6119,9123,S33-4,C7,General,296.59
6120,3329,S33-6,C5,General,94.21
6121,9518,S32-1,C6,AC,365.97
6122,6501,S48-6,C3,General,497.53
6123,4954,S36-1,C7,Sleeper,372.72
6124,5515,S47-6,C2,General,239.36
6125,6630,S17-4,C8,General,472.93
6126,872,S37-2,C7,AC,221.97
6127,1706,S30-4,C3,Sleeper,333.14
6128,389,S11-2,C2,General,156.16
6129,742,S11-1,C1,Sleeper,408.34
6130,4561,S21-1,C2,AC,110.94
6131,4868,S20-1,C1,General,64.27
6132,7666,S9-2,C5,AC,122.54
6133,2463,S20-2,C1,AC,230.02
6134,9611,S27-6,C1,AC,340.56
6135,1013,S36-2,C4,Sleeper,63.07
6136,7625,S37-5,C3,General,276.18
6137,6435,S13-5,C6,AC,203.68
6138,4149,S12-2,C7,Sleeper,474.57
6139,8723,S8-4,C6,General,257.86
6140,61,S8-6,C2,General,51.85
6141,691,S18-4,C10,General,457.95
6142,9514,S50-6,C1,AC,89.22
6143,6108,S34-3,C9,General,278.27
6144,6111,S33-6,C2,Sleeper,395.4
6145,939,S49-6,C3,AC,123.68
6146,8307,S8-6,C2,AC,97.7
6147,8428,S37-3,C1,AC,207.49
6148,7255,S13-1,C4,Sleeper,292.04
6149,1450,S22-3,C3,General,259.44
6150,2156,S34-4,C7,AC,260.68
6151,9888,S3-2,C4,Sleeper,431.25
6152,6206,S36-2,C9,General,250.88
6153,1015,S36-6,C10,AC,61.21
6154,9547,S20-4,C3,Sleeper,204.36
6155,2177,S38-1,C8,AC,208.45
6156,554,S35-4,C4,General,114.8
6157,7489,S46-4,C10,General,303.09
6158,3083,S8-1,C3,AC,334.57
6159,8894,S48-4,C1,General,162.99
6160,6537,S27-5,C10,General,195.86
6161,319,S19-1,C2,General,215.57
6162,5349,S28-3,C3,Sleeper,82.53
6163,6456,S17-2,C2,General,424.84
6164,3976,S50-3,C7,General,386.48
6165,159,S44-6,C9,AC,193.73
6166,9280,S34-4,C1,AC,291.69
6167,6826,S16-5,C2,Sleeper,177.45
6168,5249,S31-6,C10,Sleeper,441.15
6169,9031,S9-6,C5,General,156.64
6170,5474,S6-4,C1,AC,367.9
6171,4692,S3-6,C4,AC,86.85
6172,5744,S29-2,C1,Sleeper,328.35
6173,4794,S27-3,C3,AC,284.13
6174,4903,S35-2,C2,Sleeper,449.33
6175,6074,S2-4,C5,AC,155.01
6176,4908,S46-5,C6,AC,314.7
6177,2495,S18-1,C2,Sleeper,282.66
6178,5565,S39-5,C7,AC,239.11
6179,4690,S34-1,C9,General,368.66
6180,2246,S10-5,C3,AC,281.35
6181,4801,S41-2,C3,Sleeper,235.52
6182,2707,S42-5,C9,General,124.37
6183,9768,S40-3,C6,Sleeper,93.36
6184,4522,S46-1,C7,General,376.38
6185,4469,S49-1,C1,General,52.11
6186,7765,S39-3,C8,General,470.72
6187,1568,S37-5,C2,Sleeper,65.81
6188,1769,S5-1,C7,General,458.14
6189,2399,S34-2,C1,General,206.69
6190,6410,S18-1,C10,General,312.7
6191,85,S42-6,C4,General,499.62
6192,7463,S1-6,C10,AC,385.22
6193,622,S20-5,C3,Sleeper,92.43
6194,5385,S27-1,C3,Sleeper,318.5
6195,9224,S38-4,C6,Sleeper,213.43
6196,4108,S32-6,C1,AC,290.24
6197,3454,S24-5,C10,AC,172.48
6198,2093,S43-3,C2,Sleeper,364.0
6199,1983,S9-1,C9,AC,332.45
6200,5927,S45-3,C1,General,306.21
6201,7843,S3-1,C10,AC,145.15
6202,6019,S41-5,C5,AC,87.8
6203,3499,S18-3,C2,AC,98.14
6204,3772,S25-1,C3,General,499.29
6205,544,S13-4,C1,Sleeper,481.35
6206,7697,S42-5,C3,AC,52.47
6207,1682,S32-4,C1,Sleeper,462.77
6208,4108,S1-2,C7,Sleeper,483.97
6209,5296,S50-4,C9,General,256.8
6210,6129,S22-2,C10,General,92.46
6211,932,S26-2,C10,Sleeper,240.72
6212,7047,S31-1,C9,Sleeper,113.91
6213,3775,S35-4,C9,Sleeper,429.17
6214,111,S36-2,C5,Sleeper,398.44
6215,774,S6-4,C1,AC,251.71
6216,4702,S3-1,C4,General,302.24
6217,6154,S4-4,C1,Sleeper,113.68
6218,1500,S12-3,C5,Sleeper,150.7
6219,7367,S20-5,C6,AC,277.81
6220,9336,S28-5,C3,AC,437.72
6221,4166,S31-1,C8,Sleeper,435.83
6222,4614,S28-2,C6,General,320.81
6223,8064,S38-5,C10,AC,287.2
6224,6883,S9-1,C6,General,200.34
6225,6199,S31-2,C9,Sleeper,153.87
6226,130,S34-2,C6,Sleeper,135.58
6227,3458,S38-1,C10,General,418.57
6228,8464,S27-2,C8,General,265.94
6229,505,S9-5,C8,AC,486.96
6230,8987,S50-5,C3,General,368.69
6231,3977,S50-1,C4,Sleeper,494.21
6232,9569,S30-5,C10,General,407.13
6233,2255,S16-1,C7,General,207.59
6234,5696,S13-2,C6,Sleeper,251.85
6235,4906,S38-4,C5,AC,293.89
6236,7042,S32-1,C10,AC,254.89
6237,1699,S20-2,C10,AC,90.92
6238,6837,S8-6,C8,Sleeper,169.88
6239,73,S21-2,C10,AC,255.73
6240,2386,S41-2,C2,Sleeper,152.1
6241,3304,S25-1,C5,Sleeper,180.38
6242,5205,S28-3,C9,General,457.96
6243,8104,S5-6,C2,AC,134.41
6244,6106,S46-4,C4,General,56.44
6245,3348,S14-3,C2,AC,55.13
6246,6333,S11-5,C1,General,266.81
6247,9897,S22-1,C2,AC,112.76
6248,5179,S24-6,C3,AC,155.48
6249,4276,S4-3,C8,Sleeper,86.93
6250,4069,S27-2,C3,AC,320.14
6251,8846,S41-6,C5,General,477.74
6252,5408,S30-1,C6,General,241.02
6253,6739,S45-5,C10,Sleeper,423.23
6254,9614,S36-2,C6,Sleeper,167.61
6255,1305,S26-1,C8,Sleeper,147.03
6256,8063,S8-3,C8,Sleeper,88.33
6257,5242,S25-2,C1,AC,303.17
6258,817,S27-6,C7,General,87.97
6259,1579,S12-1,C3,General,300.35
6260,8483,S30-3,C7,General,220.55
6261,8493,S16-3,C2,General,220.9
6262,2191,S47-2,C5,AC,370.91
6263,1279,S37-2,C7,Sleeper,142.57
6264,3147,S3-5,C1,AC,456.87
6265,5692,S34-6,C3,Sleeper,302.64
6266,72,S1-5,C5,AC,150.18
6267,8698,S6-5,C7,General,211.5
6268,9531,S42-6,C7,Sleeper,451.77
6269,9042,S44-5,C2,AC,377.94
6270,9343,S3-6,C9,General,319.12
6271,2073,S5-2,C1,Sleeper,384.58
6272,206,S36-6,C3,General,256.8
6273,7040,S13-6,C7,AC,236.02
6274,6128,S26-5,C7,AC,397.27
6275,2949,S3-5,C6,General,422.93
6276,2519,S11-4,C6,Sleeper,454.99
6277,4965,S19-4,C6,General,450.64
6278,7372,S3-1,C7,Sleeper,351.75
6279,9030,S33-6,C6,General,186.95
6280,1181,S26-3,C9,AC,316.15
6281,4598,S19-1,C7,General,429.19
6282,6215,S2-3,C3,AC,429.21
6283,3610,S42-6,C5,General,304.31
6284,8360,S50-3,C1,Sleeper,68.4
6285,3391,S33-5,C3,AC,171.22
6286,9515,S48-1,C1,General,424.22
6287,5209,S47-3,C3,Sleeper,86.8
6288,9160,S20-2,C3,Sleeper,353.09
6289,71,S31-3,C9,AC,179.61
6290,5757,S13-3,C1,Sleeper,74.85
6291,7617,S42-3,C10,General,425.49
6292,2410,S48-6,C6,AC,135.58
6293,6144,S38-4,C3,General,414.17
6294,4951,S26-4,C8,AC,237.28
6295,4833,S39-2,C3,AC,98.99
6296,5096,S38-5,C9,AC,165.61
6297,8091,S42-1,C2,General,280.51
6298,7617,S48-2,C4,General,416.42
6299,8196,S44-3,C9,AC,303.32
6300,8448,S4-4,C7,AC,210.73
6301,2411,S17-5,C9,AC,490.17
6302,525,S16-3,C7,General,433.67
6303,7364,S14-1,C5,Sleeper,463.6
6304,125,S4-5,C6,Sleeper,218.82
6305,7150,S31-2,C8,Sleeper,321.89
6306,2991,S27-5,C8,AC,82.29
6307,2244,S50-5,C9,AC,172.26
6308,5104,S9-3,C4,General,154.06
6309,303,S11-5,C7,General,60.43
6310,9110,S33-4,C8,AC,486.97
6311,8109,S35-4,C4,AC,317.16
6312,4432,S19-4,C4,AC,128.4
6313,6065,S15-3,C8,AC,401.57
6314,6978,S10-1,C7,AC,203.52
6315,8031,S15-3,C10,General,221.08
6316,5836,S10-5,C10,General,70.82
6317,849,S6-4,C7,General,411.34
6318,6396,S26-4,C8,General,435.94
6319,5256,S27-6,C4,Sleeper,335.22
6320,7185,S48-3,C10,Sleeper,203.7
6321,7371,S40-4,C8,General,463.6
6322,6238,S36-1,C1,Sleeper,126.57
6323,3405,S50-1,C4,AC,112.07
6324,6876,S49-3,C2,Sleeper,486.02
6325,5122,S36-3,C8,General,310.32
6326,6122,S9-2,C5,General,71.51
6327,1386,S8-5,C10,Sleeper,230.19
6328,3448,S28-5,C8,AC,383.37
6329,4668,S17-4,C8,AC,416.2
6330,2662,S43-1,C6,Sleeper,146.32
6331,9175,S49-2,C8,Sleeper,219.83
6332,2864,S7-5,C2,General,243.22
6333,7854,S46-6,C8,Sleeper,404.57
6334,8591,S26-4,C10,AC,251.62
6335,4055,S36-6,C1,Sleeper,300.45
6336,9658,S9-4,C9,Sleeper,370.63
6337,8591,S38-3,C3,AC,389.99
6338,7100,S37-1,C4,Sleeper,335.23
6339,5093,S23-1,C3,General,432.11
6340,7239,S40-6,C10,Sleeper,464.72
6341,6787,S48-4,C2,AC,83.79
6342,7879,S3-1,C9,General,484.54
6343,1993,S7-1,C8,Sleeper,431.07
6344,5698,S11-4,C9,AC,215.3
6345,1968,S10-4,C2,Sleeper,216.64
6346,3584,S43-5,C9,Sleeper,188.81
6347,8897,S29-6,C8,General,342.78
6348,9964,S48-3,C2,AC,498.68
6349,6338,S31-5,C8,General,373.8
6350,8481,S2-5,C7,General,183.83
6351,6673,S9-3,C10,General,230.77
6352,2711,S49-2,C4,AC,488.89
6353,1194,S45-4,C9,General,93.9
6354,8051,S31-1,C1,General,340.2
6355,991,S14-4,C9,AC,166.27
6356,2036,S35-5,C5,AC,171.56
6357,1277,S30-5,C10,Sleeper,287.04
6358,6601,S33-3,C9,AC,483.77
6359,6765,S49-2,C9,Sleeper,171.49
6360,9774,S35-4,C2,General,234.97
6361,5757,S49-3,C2,Sleeper,88.28
6362,7944,S41-6,C8,Sleeper,85.77
6363,2095,S35-1,C6,General,466.09
6364,4567,S13-4,C2,General,472.15
6365,9726,S7-6,C6,General,103.03
6366,6337,S14-5,C5,AC,88.6
6367,2644,S35-3,C9,General,498.54
6368,3174,S49-1,C9,General,282.53
6369,1358,S48-4,C10,Sleeper,403.23
6370,5347,S39-6,C9,AC,114.51
6371,4320,S34-6,C4,AC,155.69
6372,874,S46-6,C7,AC,438.42
6373,1072,S26-4,C2,Sleeper,156.02
6374,8590,S36-5,C2,Sleeper,368.27
6375,9882,S41-5,C8,General,225.74
6376,8714,S31-5,C10,General,272.86
6377,2901,S18-2,C8,Sleeper,189.41
6378,3469,S28-6,C8,AC,107.01
6379,6016,S27-2,C8,Sleeper,57.14
6380,8379,S44-5,C8,Sleeper,141.33
6381,5604,S48-4,C2,Sleeper,335.99
6382,150,S35-3,C3,AC,273.88
6383,9436,S24-2,C6,Sleeper,70.13
6384,7457,S29-2,C2,General,259.96
6385,6192,S43-2,C5,AC,440.19
6386,7976,S33-3,C9,Sleeper,305.64
6387,7726,S19-1,C4,AC,154.75
6388,2134,S13-6,C5,AC,334.79
6389,2750,S47-5,C8,General,425.2
6390,3704,S29-1,C2,Sleeper,176.07
6391,8030,S8-1,C2,Sleeper,482.67
6392,8352,S16-6,C4,Sleeper,87.61
6393,2571,S38-4,C10,AC,340.58
6394,4179,S22-2,C8,General,482.9
6395,9887,S27-4,C3,General,469.49
6396,2459,S33-2,C4,AC,246.03
6397,3588,S29-5,C9,General,162.13
6398,3650,S3-4,C7,AC,96.19
6399,3338,S45-4,C9,AC,299.39
6400,4105,S15-2,C9,Sleeper,392.54
6401,7019,S48-6,C5,General,210.29
6402,5102,S45-5,C3,AC,160.15
6403,9778,S24-3,C9,General,342.82
6404,6796,S26-1,C5,General,283.42
6405,7799,S45-1,C1,General,382.99
6406,2667,S47-5,C7,General,473.22
6407,2429,S40-2,C5,General,477.52
6408,9785,S4-5,C5,AC,116.84
6409,5615,S46-3,C7,Sleeper,113.34
6410,5531,S10-3,C9,General,357.72
6411,8423,S24-6,C9,Sleeper,451.54
6412,2332,S43-3,C1,Sleeper,425.59
6413,8211,S8-3,C1,General,410.53
6414,4098,S40-6,C1,General,290.83
6415,3848,S6-2,C4,Sleeper,348.49
6416,2526,S43-3,C7,General,298.77
6417,9626,S25-2,C5,General,322.24
6418,6810,S22-5,C5,AC,332.24
6419,5717,S31-1,C2,General,401.34
6420,7563,S11-4,C9,AC,145.34
6421,9408,S47-5,C8,AC,375.46
6422,5534,S45-4,C4,AC,170.03
6423,4115,S39-2,C9,AC,176.68
6424,73,S8-5,C2,Sleeper,86.49
6425,2707,S38-1,C1,Sleeper,377.63
6426,1357,S2-4,C10,AC,343.83
6427,3995,S25-4,C10,Sleeper,492.9
6428,68,S22-1,C1,General,402.23
6429,3212,S12-6,C9,Sleeper,96.82
6430,5819,S9-5,C6,AC,131.38
6431,430,S49-2,C10,General,83.27
6432,3548,S22-2,C9,General,162.23
6433,8501,S34-2,C9,General,201.69
6434,7953,S36-4,C8,General,224.31
6435,3287,S47-1,C3,Sleeper,425.54
6436,5802,S37-5,C9,General,477.64
6437,26,S4-1,C1,Sleeper,176.02
6438,6449,S34-2,C6,Sleeper,369.64
6439,1554,S42-3,C1,AC,238.54
6440,2602,S45-6,C4,General,140.66
6441,7916,S3-6,C2,General,95.94
6442,5242,S4-5,C3,General,284.26
6443,886,S26-6,C6,Sleeper,207.72
6444,7344,S3-1,C3,General,267.72
6445,20,S47-1,C3,General,466.96
6446,6959,S41-4,C7,AC,110.43
6447,9805,S46-6,C6,AC,456.56
6448,6765,S32-1,C10,Sleeper,414.63
6449,2252,S20-4,C9,Sleeper,124.52
6450,3856,S44-2,C6,General,284.96
6451,412,S32-4,C2,General,107.37
6452,2128,S31-1,C7,General,218.6
6453,3685,S42-4,C7,Sleeper,116.04
6454,1373,S8-2,C4,AC,475.0
6455,9810,S10-5,C2,AC,359.97
6456,8562,S4-2,C3,General,280.76
6457,5506,S48-5,C8,AC,254.57
6458,4389,S8-6,C3,AC,57.11
6459,4037,S35-3,C3,General,475.1
6460,8446,S16-2,C6,General,375.82
6461,1276,S6-3,C9,General,399.41
6462,7792,S48-1,C3,AC,333.36
6463,5933,S11-5,C6,General,421.87
6464,3603,S19-3,C7,Sleeper,368.56
6465,3502,S11-1,C2,Sleeper,327.68
6466,4155,S31-1,C2,Sleeper,272.69
6467,2425,S43-2,C10,AC,150.21
6468,1395,S46-5,C1,General,350.59
6469,691,S30-6,C7,Sleeper,155.55
6470,8286,S24-3,C7,AC,99.48
6471,3561,S42-6,C1,Sleeper,246.04
6472,5027,S15-1,C3,Sleeper,389.55
6473,470,S28-4,C4,Sleeper,383.11
6474,7405,S15-5,C6,General,330.23
6475,8412,S16-2,C9,General,219.02
6476,6747,S18-1,C3,AC,239.66
6477,458,S22-5,C7,General,339.73
6478,2701,S34-2,C4,Sleeper,78.76
6479,7737,S32-2,C7,General,182.76
6480,9673,S42-2,C4,AC,366.28
6481,4259,S26-5,C2,AC,339.2
6482,5624,S42-3,C8,General,193.79
6483,8169,S42-5,C1,AC,219.99
6484,6192,S25-1,C10,AC,343.16
6485,9085,S47-3,C1,AC,216.85
6486,6869,S14-5,C7,General,128.49
6487,3198,S35-5,C5,Sleeper,396.45
6488,743,S43-1,C8,General,471.03
6489,8780,S1-6,C5,General,452.31
6490,6058,S27-6,C7,Sleeper,148.12
6491,6988,S45-2,C4,General,297.79
6492,2523,S22-3,C6,AC,479.13
6493,1416,S31-5,C5,AC,136.9
6494,5658,S8-3,C7,AC,189.28
6495,897,S42-2,C4,AC,213.72
6496,6585,S44-1,C10,Sleeper,498.24
6497,3011,S18-3,C7,Sleeper,382.99
6498,4981,S48-1,C7,General,342.83
6499,4456,S37-4,C5,General,408.05
6500,5858,S36-2,C10,AC,69.66
6501,4352,S33-2,C2,General,111.81
6502,1084,S7-5,C2,AC,283.31
6503,6109,S3-4,C2,General,247.19
6504,9595,S28-2,C5,General,448.65
6505,4601,S2-4,C1,General,433.87
6506,8603,S36-2,C5,AC,349.95
6507,2165,S42-2,C3,General,448.88
6508,8721,S14-1,C10,General,87.5
6509,9362,S12-6,C3,General,325.61
6510,3311,S47-6,C10,General,318.07
6511,1021,S48-5,C6,AC,434.28
6512,2656,S31-4,C8,AC,64.82
6513,6101,S43-1,C4,AC,91.02
6514,8772,S5-6,C10,AC,114.27
6515,7748,S28-4,C6,General,315.43
6516,5546,S13-3,C10,General,266.31
6517,7190,S17-3,C6,Sleeper,74.71
6518,5844,S37-5,C5,AC,212.42
6519,4119,S22-4,C3,Sleeper,128.79
6520,1139,S30-5,C2,AC,361.34
6521,215,S7-5,C7,AC,135.43
6522,5650,S47-4,C2,AC,84.21
6523,244,S10-5,C8,Sleeper,274.9
6524,2286,S4-2,C10,AC,211.61
6525,5573,S44-3,C7,General,387.19
6526,2820,S28-1,C5,Sleeper,170.93
6527,8523,S14-5,C5,Sleeper,381.7
6528,5954,S32-2,C4,Sleeper,300.07
6529,6449,S5-6,C3,General,235.38
6530,9620,S19-3,C7,AC,466.41
6531,5932,S6-4,C4,AC,110.4
6532,4657,S9-6,C4,General,116.2
6533,8937,S40-2,C6,AC,203.57
6534,4140,S28-4,C4,AC,367.75
6535,8196,S10-5,C8,AC,452.01
6536,2513,S41-3,C10,AC,139.33
6537,4023,S48-3,C10,General,102.72
6538,8718,S5-3,C9,Sleeper,444.81
6539,4164,S38-6,C10,AC,270.94
6540,6279,S41-2,C8,Sleeper,294.62
6541,2143,S17-5,C9,AC,135.76
6542,9650,S10-2,C2,AC,436.5
6543,9455,S15-2,C8,AC,349.11
6544,3081,S26-1,C5,Sleeper,127.27
6545,6423,S39-6,C10,AC,148.06
6546,6917,S33-5,C3,AC,74.46
6547,1455,S39-3,C2,Sleeper,436.88
6548,9539,S21-6,C5,AC,59.24
6549,4208,S41-5,C10,General,370.67
6550,1433,S38-2,C7,General,188.89
6551,9863,S46-2,C9,General,419.98
6552,8263,S11-1,C8,AC,401.37
6553,4340,S23-5,C9,AC,267.28
6554,9385,S9-6,C2,Sleeper,112.93
6555,9388,S26-1,C9,AC,134.3
6556,505,S4-1,C1,Sleeper,319.69
6557,7652,S8-5,C3,Sleeper,482.77
6558,239,S38-3,C5,AC,386.7
6559,5639,S2-4,C6,Sleeper,497.52
6560,4401,S26-1,C3,General,106.44
6561,8070,S7-3,C2,Sleeper,230.18
6562,3356,S40-6,C7,General,187.86
6563,718,S26-4,C7,Sleeper,479.56
6564,6643,S49-6,C2,Sleeper,254.56
6565,7571,S25-6,C10,AC,312.68
6566,1323,S8-1,C10,General,397.86
6567,9761,S45-5,C4,General,332.31
6568,7436,S47-2,C10,AC,119.33
6569,3566,S48-4,C8,AC,93.14
6570,750,S46-3,C6,Sleeper,492.72
6571,7455,S17-6,C5,Sleeper,421.23
6572,4337,S13-5,C4,AC,406.72
6573,3905,S38-1,C1,AC,105.19
6574,3433,S27-6,C6,General,311.12
6575,925,S28-1,C9,Sleeper,199.49
6576,5674,S17-5,C7,General,367.56
6577,4584,S30-1,C1,AC,433.13
6578,9885,S46-6,C3,Sleeper,448.14
6579,5880,S39-3,C6,Sleeper,73.07
6580,2709,S22-6,C5,General,370.59
6581,7450,S1-2,C8,General,301.61
6582,3010,S45-6,C10,Sleeper,482.72
6583,5045,S30-4,C3,Sleeper,283.04
6584,8530,S37-5,C3,General,176.38
6585,9131,S1-2,C2,General,410.96
6586,8393,S19-4,C2,AC,206.8
6587,2915,S27-3,C10,General,147.62
6588,7340,S41-5,C9,General,455.93
6589,9178,S35-6,C3,General,103.45
6590,9118,S38-4,C7,AC,452.91
6591,2458,S29-1,C9,AC,414.75
6592,8246,S46-1,C5,AC,162.16
6593,5696,S49-5,C1,General,430.13
6594,5964,S41-4,C10,Sleeper,245.97
6595,3904,S42-5,C3,General,335.79
6596,8955,S11-5,C9,Sleeper,83.34
6597,6354,S11-3,C4,General,59.72
6598,1561,S6-6,C9,Sleeper,370.26
6599,3194,S47-5,C7,AC,70.53
6600,589,S25-6,C7,AC,343.11
6601,5598,S32-3,C2,General,468.9
6602,2172,S13-5,C2,AC,327.5
6603,229,S26-4,C7,Sleeper,485.32
6604,2261,S9-3,C9,Sleeper,438.66
6605,78,S49-2,C3,Sleeper,437.84
6606,8068,S38-6,C10,AC,208.87
6607,951,S24-3,C10,AC,124.97
6608,2499,S9-3,C10,General,443.88
6609,6359,S30-5,C5,Sleeper,113.66
6610,5922,S44-5,C6,General,455.22
6611,8056,S31-3,C2,Sleeper,52.74
6612,9704,S43-2,C8,Sleeper,118.39
6613,9261,S31-2,C10,Sleeper,370.52
6614,4897,S4-2,C3,AC,428.69
6615,515,S35-1,C5,AC,387.38
6616,4048,S21-3,C1,AC,342.66
6617,7031,S28-6,C6,AC,70.94
6618,7912,S38-1,C4,General,423.14
6619,435,S22-4,C2,Sleeper,400.71
6620,3788,S11-4,C3,Sleeper,193.38
6621,6945,S27-2,C6,AC,301.27
6622,3039,S48-1,C7,General,179.05
6623,5717,S26-3,C6,Sleeper,73.51
6624,1604,S13-2,C3,Sleeper,214.44
6625,3333,S30-1,C10,AC,68.19
6626,525,S32-1,C3,AC,425.35
6627,7718,S32-1,C10,Sleeper,75.94
6628,7016,S17-6,C7,Sleeper,287.95
6629,8809,S9-1,C10,Sleeper,250.23
6630,6413,S23-6,C8,AC,404.46
6631,5955,S12-5,C4,General,387.06
6632,2929,S32-4,C8,Sleeper,142.8
6633,656,S11-2,C10,Sleeper,418.48
6634,9030,S19-5,C6,Sleeper,357.4
6635,1462,S6-4,C1,General,383.0
6636,6174,S42-2,C2,AC,180.71
6637,4530,S50-2,C1,Sleeper,250.29
6638,8566,S5-5,C4,Sleeper,196.09
6639,5116,S20-5,C6,Sleeper,486.68
6640,8185,S12-4,C9,Sleeper,479.49
6641,1329,S23-6,C6,AC,269.64
6642,1440,S38-2,C1,Sleeper,131.73
6643,8197,S20-3,C2,AC,78.77
6644,5772,S19-3,C4,General,219.79
6645,8763,S38-1,C8,General,295.41
6646,1101,S21-2,C4,AC,303.88
6647,3208,S44-6,C8,General,112.75
6648,9661,S39-3,C2,General,345.56
6649,1986,S13-2,C1,AC,285.51
6650,3504,S49-4,C5,General,213.79
6651,812,S17-5,C3,General,257.62
6652,4699,S10-2,C4,AC,310.31
6653,9220,S1-5,C2,AC,375.61
6654,2932,S2-1,C9,Sleeper,328.64
6655,2242,S24-4,C4,AC,335.87
6656,2784,S8-1,C6,AC,256.74
6657,3806,S14-5,C1,AC,223.02
6658,2050,S23-4,C8,Sleeper,204.29
6659,6102,S13-3,C4,AC,159.79
6660,6529,S22-1,C3,AC,267.72
6661,5215,S16-6,C5,General,191.41
6662,7876,S47-3,C1,AC,454.5
6663,9471,S40-2,C8,Sleeper,80.26
6664,8398,S13-4,C10,Sleeper,288.62
6665,9423,S44-5,C1,AC,493.45
6666,8508,S27-3,C7,AC,140.47
6667,5961,S28-6,C5,General,482.99
6668,8964,S4-6,C1,Sleeper,350.29
6669,5325,S47-2,C10,Sleeper,203.91
6670,3571,S12-1,C6,General,390.89
6671,6276,S13-4,C1,AC,50.19
6672,2124,S19-3,C2,AC,455.99
6673,9707,S20-5,C5,AC,109.12
6674,3868,S48-1,C6,Sleeper,447.92
6675,8229,S39-4,C1,Sleeper,490.29
6676,530,S24-2,C9,Sleeper,134.37
6677,5292,S13-3,C10,General,393.66
6678,8488,S43-4,C6,AC,259.82
6679,5061,S46-6,C5,General,147.75
6680,3409,S11-2,C6,General,59.83
6681,2367,S45-3,C7,AC,264.97
6682,2036,S32-6,C4,General,106.62
6683,6515,S24-4,C2,Sleeper,183.09
6684,8448,S31-2,C5,General,432.26
6685,8106,S30-4,C9,AC,118.14
6686,5154,S38-4,C10,General,441.98
6687,5072,S15-4,C3,Sleeper,81.04
6688,1603,S44-1,C2,AC,133.84
6689,940,S48-5,C2,General,153.05
6690,7380,S10-4,C1,General,345.09
6691,3831,S47-3,C7,Sleeper,471.72
6692,2030,S29-5,C10,Sleeper,131.65
6693,6620,S32-2,C10,AC,410.87
6694,7136,S38-5,C7,General,104.97
6695,7228,S36-4,C1,Sleeper,95.8
6696,7494,S47-3,C6,Sleeper,292.03
6697,8700,S16-2,C3,Sleeper,329.65
6698,5062,S1-2,C9,Sleeper,159.81
6699,6603,S18-2,C1,Sleeper,208.21
6700,9385,S4-1,C9,Sleeper,280.95
6701,258,S11-1,C1,AC,77.15
6702,2985,S21-2,C9,Sleeper,124.3
